
101 | 361 | 0 | 0 | 0 | 0 | 1
101 | 362 | 0 | 0 | 0 | 0 | 1
101 | 363 | 0 | 0 | 0 | 0 | 1
101 | 364 | 0 | 0 | 0 | 0 | 1
101 | 365 | 0 | 0 | 0 | 0 | 1
101 | 366 | 0 | 0 | 0 | 0 | 1
101 | 367 | 0 | 0 | 0 | 0 | 1
101 | 368 | 0 | 0 | 0 | 0 | 1
101 | 369 | 0 | 0 | 1 | 0 | 0
101 | 370 | 0 | 0 | 1 | 0 | 0
101 | 371 | 1 | 0 | 0 | 0 | 0
101 | 372 | 0 | 0 | 1 | 0 | 0
101 | 373 | 0 | 0 | 0 | 0 | 1
101 | 374 | 0 | 0 | 1 | 0 | 0
101 | 375 | 0 | 0 | 1 | 0 | 0
101 | 376 | 0 | 0 | 1 | 0 | 0
101 | 377 | 0 | 0 | 1 | 0 | 0
101 | 378 | 0 | 0 | 1 | 0 | 0
101 | 379 | 0 | 0 | 1 | 0 | 0
101 | 380 | 0 | 0 | 1 | 0 | 0
101 | 381 | 0 | 0 | 1 | 0 | 0
101 | 382 | 0 | 0 | 1 | 0 | 0
101 | 383 | 0 | 0 | 1 | 0 | 0
101 | 384 | 0 | 0 | 0 | 0 | 1
101 | 385 | 0 | 0 | 1 | 0 | 0
101 | 387 | 0 | 0 | 1 | 0 | 0
101 | 386 | 0 | 0 | 1 | 0 | 0
101 | 388 | 0 | 0 | 1 | 0 | 0
101 | 389 | 0 | 1 | 1 | 1 | 1
101 | 390 | 0 | 0 | 1 | 0 | 0
101 | 391 | 0 | 0 | 0 | 0 | 1
101 | 392 | 0 | 0 | 1 | 0 | 0
101 | 393 | 0 | 0 | 1 | 0 | 0
101 | 394 | 0 | 0 | 1 | 0 | 0
101 | 395 | 1 | 1 | 0 | 0 | 0
101 | 396 | 0 | 0 | 1 | 0 | 0
102 | 361 | 0 | 0 | 0 | 0 | 1
102 | 362 | 0 | 0 | 0 | 0 | 1
102 | 363 | 0 | 0 | 0 | 0 | 1
102 | 364 | 0 | 0 | 0 | 0 | 1
102 | 365 | 0 | 0 | 0 | 0 | 1
102 | 366 | 0 | 0 | 0 | 0 | 1
102 | 367 | 0 | 0 | 1 | 0 | 0
102 | 368 | 0 | 0 | 1 | 0 | 0
102 | 369 | 0 | 0 | 1 | 0 | 0
102 | 370 | 0 | 0 | 1 | 0 | 0
102 | 371 | 0 | 0 | 1 | 0 | 0
102 | 372 | 0 | 0 | 1 | 0 | 0
102 | 373 | 0 | 0 | 1 | 0 | 0
102 | 374 | 0 | 0 | 1 | 0 | 0
102 | 375 | 0 | 0 | 1 | 0 | 0
102 | 376 | 0 | 0 | 1 | 0 | 0
102 | 377 | 0 | 0 | 1 | 0 | 0
102 | 378 | 0 | 0 | 1 | 0 | 0
102 | 379 | 0 | 0 | 1 | 0 | 0
102 | 380 | 0 | 0 | 1 | 0 | 0
102 | 381 | 0 | 0 | 1 | 0 | 0
102 | 382 | 0 | 0 | 1 | 0 | 0
102 | 383 | 0 | 0 | 1 | 0 | 0
102 | 384 | 0 | 0 | 0 | 0 | 1
102 | 385 | 0 | 0 | 1 | 0 | 0
102 | 387 | 0 | 0 | 1 | 0 | 0
102 | 386 | 0 | 0 | 1 | 0 | 0
102 | 388 | 0 | 0 | 0 | 0 | 1
102 | 389 | 0 | 1 | 1 | 1 | 1
102 | 390 | 0 | 0 | 1 | 0 | 0
102 | 391 | 0 | 0 | 1 | 0 | 0
102 | 392 | 0 | 0 | 1 | 0 | 0
102 | 393 | 0 | 0 | 1 | 0 | 0
102 | 394 | 0 | 0 | 1 | 0 | 0
102 | 395 | 0 | 0 | 1 | 0 | 0
102 | 396 | 0 | 0 | 1 | 0 | 0
103 | 361 | 0 | 0 | 0 | 0 | 1
103 | 362 | 0 | 0 | 1 | 0 | 0
103 | 363 | 0 | 0 | 1 | 0 | 0
103 | 364 | 0 | 0 | 1 | 0 | 0
103 | 365 | 0 | 0 | 0 | 0 | 1
103 | 366 | 1 | 0 | 0 | 0 | 0
103 | 367 | 1 | 0 | 0 | 0 | 0
103 | 368 | 0 | 0 | 0 | 0 | 1
103 | 369 | 0 | 0 | 0 | 0 | 1
103 | 370 | 0 | 0 | 1 | 0 | 0
103 | 371 | 0 | 0 | 0 | 0 | 1
103 | 372 | 0 | 0 | 1 | 0 | 0
103 | 373 | 0 | 0 | 0 | 0 | 1
103 | 374 | 0 | 0 | 0 | 0 | 1
103 | 375 | 0 | 0 | 0 | 0 | 1
103 | 376 | 0 | 0 | 1 | 0 | 0
103 | 377 | 0 | 0 | 1 | 0 | 0
103 | 378 | 0 | 0 | 1 | 0 | 0
103 | 379 | 0 | 0 | 1 | 0 | 0
103 | 380 | 0 | 0 | 1 | 0 | 0
103 | 381 | 0 | 0 | 1 | 0 | 0
103 | 382 | 0 | 0 | 1 | 0 | 0
103 | 383 | 0 | 0 | 1 | 0 | 0
103 | 384 | 0 | 0 | 1 | 0 | 0
103 | 385 | 0 | 0 | 1 | 0 | 0
103 | 387 | 0 | 0 | 1 | 0 | 0
103 | 386 | 0 | 0 | 1 | 0 | 0
103 | 388 | 0 | 0 | 1 | 0 | 0
103 | 389 | 0 | 0 | 0 | 1 | 1
103 | 390 | 0 | 0 | 1 | 0 | 0
103 | 391 | 0 | 0 | 1 | 0 | 0
103 | 392 | 0 | 0 | 1 | 0 | 0
103 | 393 | 0 | 0 | 1 | 0 | 0
103 | 394 | 0 | 0 | 1 | 0 | 0
103 | 395 | 1 | 0 | 0 | 0 | 0
103 | 396 | 0 | 0 | 1 | 0 | 0
104 | 361 | 0 | 0 | 1 | 0 | 0
